16265	107	3	28.23
1096	210	3	21.31
821	241	7	62.52
546	2643	3	34.81
103	3240	5	18.73
8	10060	3	22.31
392	142	5	17.47
120	834	8	35.78
929	103	7	12.71
450	261	3	18.44
251	1109	4	33.92
696	232	4	29.11
128	828	8	42.21
12	1292	5	4.91
101	1415	13	41.37
121	120	91	172.75
122	738	6	22.17
135	212	8	19.04
5335	138	3	24.2
110	117	60	28.78
5792	14	3	7.44
117	1320	10	55.72
617	271	7	60.63
170	3012	3	24.8
168	139	5	4.14
1277	568	3	30.21
374	561	3	22.38
4621	101	11	75.58
113	6105	5	39.5
3303	14	9	31.24
143	277	24	139.91
6304	12	3	9.56
465	12	10	5.57
132	8828	3	28.02
8	3828	3	15.12
108	1058	6	20.79
3504	14	6	15.74
1091	103	10	27.98
820	232	4	30.6
179	340	3	11.68
12	1500	5	6.06
5938	193	3	32.41
223	1425	3	23.78
105	422	8	13.2
130	654	4	14.15
363	130	6	18.73
149	196	7	17.17
655	261	5	39.69
127	481	7	27.21
3620	107	6	37.49
4481	14	3	5.47
157	179	5	10.44
547	108	5	9.5
101	842	9	13.46
128	35	3	12.8
1144	8	5	16.95
1751	112	12	78.75
1607	12	6	9.96
107	9159	3	21.54
6759	134	4	37.14
2189	9	3	11.49
16042	102	3	22.17
139	483	4	13.57
1663	684	7	90.26
107	2552	3	11.34
104	9895	3	17.69
119	967	6	24.56
3840	118	3	16.67
114	3790	5	33.14
143	844	31	287.49
954	127	7	37.1
408	271	3	18.2
111	291	9	17.8
9	414	4	5.02
2423	161	3	22.2
112	689	7	23.6
4135	102	6	28.01
470	127	7	26.85
6124	2739	5	93.62
17	332	6	30.61
3715	14	6	16.7
1396	130	3	13.34
107	5461	3	16.89
3925	12	3	6.48
16	2118	3	16.75
137	539	3	8.95
558	16	3	8.65
884	14	17	31.7
842	838	4	42.83
118	517	6	16.41
841	102	7	10.41
113	4108	3	16.65
271	365	4	25.39
1191	123	3	10.79
136	1641	7	48.08
645	443	3	24.48
199	827	4	27.86
136	322	7	24.43
1694	123	3	12.93
10	1049	3	17.65
1345	104	3	4.21
7091	121	3	22
114	619	10	39.2
528	426	3	23.1
115	312	12	34.99
716	115	4	10.11
143	1149	19	165.15
172	275	3	9.56
1459	148	3	16.13
6267	14	3	7.44
2347	12	6	14.42
180	636	4	23.21
12	3938	4	10.99
101	1147	7	10.9
4181	12	3	6.95
399	101	10	5.09
211	954	3	20.73
489	123	4	9.95
159	116	19	24.69
103	1246	6	12.38
6380	116	4	29.52
106	1476	23	162.83
168	14	97	77.22
1190	104	4	6.61
4703	119	4	27.08
145	2638	3	20.05
101	9661	5	34.35
17767	499	3	51.25
12	10192	5	32.95
147	172	5	6.08
137	1485	3	14.85
169	185	5	13.19
116	341	4	4.75
1731	110	3	9.53
175	418	16	123.23
119	360	9	25.52
136	3565	6	51.64
108	242	36	135.6
8	6127	3	18.5
152	1077	3	15.44
4876	105	3	14.4
244	128	4	5.48
101	234	22	13.52
662	110	4	7.76
104	5375	4	20.28
2429	3401	7	123.58
12	4678	4	12.47
352	116	8	19.07
222	161	4	10.93
2766	12	3	4.4
125	333	6	16.26
870	116	9	40.57
103	5116	3	10.96
128	4514	3	21.02
130	181	5	4.42
103	2773	5	16.84
696	249	6	50.04
102	797	9	16.56
4304	194	3	29.6
101	5709	3	9.55
1498	14	11	21.91
178	110	34	81.86
154	149	9	15.24
123	176	11	15.97
4362	12	5	17.17
248	314	8	57.41
494	104	6	5.76
106	1074	7	24.48
1625	12	7	13.59
741	269	10	98.16
257	125	6	12.37
347	130	8	28.59
114	1859	6	30.72
5000	14	3	6.03
467	114	4	6.83
112	4012	4	24.02
177	461	4	20.43
175	707	16	142.19
172	1200	4	27.36
334	2885	3	32.27
541	261	3	19.57
229	114	7	8.01
443	1023	4	38.83
3660	101	6	22.62
114	2823	3	13.85
171	179	119	1064.02
207	145	6	13.82
120	2978	3	15.21
554	12	14	17.99
556	879	5	51.93
107	11977	3	23.75
2130	107	7	36.56
101	5926	3	10.35
870	166	3	16.34
126	1312	3	12.42
122	1122	5	20.76
352	166	5	22.62
549	384	3	22.5
104	1117	5	9.82
3699	14	8	28.12
101	5025	4	14.41
4280	14	5	13.59
5304	101	3	9.55
115	279	9	19.32
117	1511	5	22.08
146	297	3	6.8
101	13634	3	20.61
304	142	4	10.36
1283	105	4	9.6
1148	402	3	27.35
610	125	4	12.55
320	364	7	55.5
108	738	4	8.2
111	1410	3	8.75
4015	107	3	14.37
118	735	3	6.36
202	134	6	10.25
117	125	101	244.86
2816	102	6	21.29
119	213	7	7.74
142	114	15	3.86
806	559	3	27.45
126	9138	3	27.03
15208	13611	3	78.73
127	590	3	7.97
149	122	29	46.28
243	281	3	14.63
341	694	4	33.15
577	117	6	17.09
132	6563	4	36.78
733	12	10	12.12
12	2838	3	4.4
101	730	8	8.59
1058	425	3	27.26
553	127	4	12.28
122	1058	16	104.54
103	2273	8	31.14
219	2816	4	40.09
162	626	8	52.56
603	117	20	107.47
101	1225	18	64.87
449	12	11	6.85
132	5815	5	47.34
101	5345	3	9.55
1089	112	3	7.9
526	102	17	37.69
1529	101	6	10.75
549	146	3	10.37
103	2004	3	5.1
159	190	5	12.5
6350	14	4	12.64
101	552	23	55.22
159	881	3	15.83
242	721	3	20.66
109	16430	3	28.78
291	8777	4	58.57
318	124	4	7.06
101	3901	3	7.22
103	3094	4	12.52
667	14	55	217.25
130	700	4	14.81
132	7487	3	26.44
131	3657	9	85.82
283	115	6	9.18
163	256	5	18.1
1029	14	9	9.02
2763	111	3	13.03
1018	110	4	10.92
1370	115	4	14.99
7085	101	4	18.12
115	1083	4	13.1
304	126	5	11.39
113	988	5	17.21
111	237	32	118.82
232	314	4	22.28
7771	121	5	47.14
478	104	6	5.45
2212	8	3	11.25
142	154	12	23.13
113	1484	3	9.66
1376	11812	4	76.66
498	101	17	28.45
1798	138	3	16.26
186	208	3	8.25
132	3758	8	75.38
250	5755	4	49.16
868	14	24	61.21
11963	3051	3	58.38
1203	116	7	32.24
104	517	25	90.5
103	910	7	12.71
103	2884	3	7.32
10430	14	3	10.96
122	514	4	9.14
366	14	43	78.23
1260	565	3	30.01
127	317	5	11.89
1738	116	3	10.87
120	1172	7	33.84
657	813	4	40.34
101	6912	3	11.31
223	558	3	18.11
6680	14	3	8.35
103	5499	4	18.35
153	3536	3	24.01
280	183	49	464.04
394	9	12	36.75
229	154	4	10.48
638	5990	5	77.24
11570	121	3	27.03
2446	12	4	6.85
6729	101	3	11.31
231	181	6	26.04
8239	14	3	9.48
799	101	8	9.82
5190	12	3	8.08
208	2218	4	36.83
838	107	3	5.12
112	169	44	126.65
142	1239	3	14.33
369	259	3	16.86
11432	102	3	17.72
2952	105	3	10.59
324	292	3	17.4
13244	14	4	23.28
321	109	5	5.21
226	1632	3	24.77
6235	14	3	7.44
139	449	3	8.11
382	14	76	244.22
5968	162	4	41.98
1012	115	3	7.88
294	102	14	12.05
1313	104	3	4.1
109	322	6	7.93
909	251	10	100.55
2344	103	3	5.95
2855	422	3	33.88
270	146	7	24.75
116	3479	3	15.56
507	118	3	4.51
736	180	4	24.51
704	5	3	22.71
1496	7367	3	48.34
1847	102	3	4.02
103	547	6	4.47
386	415	3	20.82
1196	124	3	11.16
8223	14	6	34.93
493	116	4	7.47
1890	102	3	4.19
385	259	4	25.3
132	3320	6	49.36
103	778	6	7.78
14382	121	3	31.52
12	1633	4	3.99
128	5486	3	22.44
120	3153	5	31.65
127	616	6	24.31
2379	12	4	6.54
102	1796	3	3.87
2058	107	3	10.05
103	9273	3	16.23
143	1789	4	24.55
109	7759	4	30.76
349	115	8	19.05
2038	110	4	16.67
107	1948	3	9.62
111	697	4	8.71
111	3069	5	28.53
10	408	6	32.11
106	3264	3	12.41
2030	104	3	6.35
118	172	12	11.61
174	109	13	9.72
108	2539	3	11.68
971	133	3	11.72
1825	123	4	20.12
115	3498	3	15.55
201	102	35	40.62
1681	390	4	41.69
101	2875	4	9.33
125	149	11	7.35
120	3459	5	33.13
1201	14	10	14.07
182	101	40	26
12	550	79	419.62
823	123	6	25.69
104	362	13	20.47
2734	12	4	7.93
153	465	13	85.54
7077	107	3	18.75
1382	124	3	11.98
241	2115	3	27.44
120	462	4	8
180	249	3	9.49
105	6659	4	25.77
102	459	10	10.59
12	3557	4	10.36
103	2434	4	10.43
102	1322	4	5.05
103	3301	5	18.73
5125	14	6	21.91
150	120	20	20.44
211	548	4	25.29
1327	1820	4	52.69
103	1651	6	15.65
253	1215	4	34.69
12	2968	5	12.66
104	7986	5	35.21
418	261	7	53.87
132	4794	5	44.08
130	279	3	4.26
128	3124	6	45.72
284	155	3	8.41
2495	102	3	5.85
3640	406	5	64.94
722	132	41	372.62
1480	105	4	10.72
102	6341	3	11.84
102	635	9	12.4
112	13174	4	39.95
220	103	34	56.21
6336	12	3	9.56
145	299	8	32.76
413	105	7	9.86
3472	14	9	32.87
109	1878	10	58.89
170	3081	5	47.13
106	3247	8	51.57
197	1837	4	34.12
509	450	3	23.31
1045	117	3	7.99
143	1748	4	24.55
116	127	57	86.78
166	157	4	5.48
6127	9	3	18.74
560	821	3	27.55
4008	14	4	8.24
943	105	6	15.78
113	1325	4	14.13
101	3788	6	23.74
3930	135	3	21.09
112	8658	4	32.34
248	394	5	33.64
1168	105	6	17.99
101	3412	3	6.38
419	114	6	13.18
133	2257	3	16.83
158	696	4	21.31
190	364	4	20.05
1095	108	5	15.92
210	361	3	14.35
12	294	45	98.14
866	1181	3	32.4
620	105	5	7.63
204	332	3	13.58
2304	123	3	14.95
106	679	8	22.84
107	1072	43	360.86
3127	101	6	19.87
139	414	4	12.29
3661	14	3	4.15
118	1306	4	14.84
570	12	15	21.49
734	117	7	25.51
1147	108	12	61.04
4375	104	3	11.74
134	194	17	58.44
3162	14	15	75.23
115	12	171	13.23
809	136	3	11.29
114	2193	3	12.4
117	3380	3	15.56
12816	14	3	13.08
1270	167	3	18.72
223	133	4	5.46
314	115	7	13.76
2014	104	3	6.35
1085	141	4	20.24
112	9373	4	34.96
103	1951	4	8.6
732	619	3	27.4
1533	110	4	14.04
104	893	4	5.03
1992	128	3	15.19
2	9	12	9.75
6382	14	3	7.44
104	172	30	24.39
4341	103	3	9.77
101	2110	4	6.6
271	1141	5	46.19
1189	102	4	4.36
109	4086	8	61.54
537	533	8	81.94
435	359	3	20.55
746	169	3	15.64
372	123	5	11.52
3218	14310	3	63.28
269	775	3	22.21
116	459	13	50.87
117	343	14	47.57
138	333	5	15.02
106	613	11	35.95
140	4288	3	22.46
106	4577	3	14.86
107	4206	4	22.51
986	110	12	58.92
146	3933	3	22.9
204	259	8	46.25
118	362	4	5.29
101	14505	3	20.61
117	4201	3	17.04
1006	107	7	25.08
319	200	5	26.87
59	3906	3	20.5
104	2302	6	22.89
282	14	47	70.17
101	1840	5	8.96
155	449	3	11.21
6251	14	6	26.15
337	109	6	8.31
103	231	16	10.48
12	813	10	13.98
161	1285	4	26.39
242	2436	3	28.28
277	605	3	20.77
6212	105	7	55.7
876	109	3	5.82
523	118	3	4.64
108	12535	4	38.13
103	3355	6	25.95
3946	103	3	9.27
121	9822	4	37.03
855	104	5	7.81
802	110	3	5.58
108	131	213	779.52
199	113	74	362.43
1851	14	15	47.41
111	1331	3	8.34
175	741	14	121.87
113	2126	8	48.96
116	158	19	24.15
131	8310	3	26.37
1350	14	7	7.08
2363	12	6	14.42
1346	102	4	5.21
110	223	18	41
10	670	3	14.93
1657	138	3	15.67
379	110	6	9.82
350	2194	3	30.66
7293	14	4	14.06
16	226	4	5.78
157	9319	3	32.76
1387	102	5	8.57
101	11343	3	16.18
528	308	5	40.13
113	3080	9	66.69
239	176	3	8.8
114	3288	3	14.94
1337	16347	3	57.26
323	3073	4	45.85
2169	14	9	21.51
107	573	8	21.82
707	241	5	39.36
106	2860	8	49.06
232	394	7	50.46
647	255	6	49.12
114	4160	3	16.83
145	252	7	23.17
882	1181	5	59.66
592	381	4	32.83
137	1767	3	15.93
573	261	3	19.88
121	8477	3	23.23
415	119	31	177.45
1369	170	4	28.23
1460	212	3	23.15
1657	12	4	4.17
111	659	4	8.19
17505	14	3	17.46
13790	2956	3	62.51
422	127	11	49.23
122	646	4	10.57
127	1501	3	13.41
155	414	4	16.5
623	748	7	76.69
153	383	7	33.98
7340	119	5	43.42
1622	103	6	15.3
109	11174	3	24.29
242	299	6	38.47
815	170	9	69.47
103	1700	8	26.07
101	974	5	3.99
105	1437	3	6.31
564	120	3	5.48
8296	102	3	14
772	108	4	8.59
126	9637	4	40
134	120	22	14.08
10	137	9	15.06
736	103	8	13.24
839	145	5	26.65
146	125	19	26.64
335	142	5	15.86
142	311	4	10.52
116	635	3	5.32
119	266	6	8.98
1078	119	6	25.69
109	269	23	75.39
197	453	4	22.68
2654	118	16	143.27
1628	112	4	15.73
4248	14	3	4.97
6301	103	3	12.51
272	108	10	17.34
158	617	6	35.28
3319	14	7	19.82
101	3031	3	5.68
3912	365	3	34.96
394	564	3	22.87
120	8209	3	22.98
2285	107	5	23.3
107	15158	3	28.23
159	1105	10	82.16
635	117	3	5.32
158	450	10	62.85
104	215	45	108.45
129	500	16	90.85
791	177	4	25.03
557	112	4	7.73
765	12	12	19.32
2801	104	3	8.33
131	243	10	31.87
250	139	6	15.88
224	157	3	6.52
5017	101	4	14.41
182	260	3	10.18
