20958	1
16421	2
17884	3
947	4
12643	5
9865	6
748	7
2523	8
6520	9
20713	10
11481	11
18522	12
20669	13
14787	14
600	15
10760	16
23376	17
14510	18
12150	19
14732	20
367	21
16761	22
18413	23
18121	24
1829	25
1828	26
16152	27
8166	28
23018	29
23356	30
26349	31
26380	32
3089	33
24931	34
9891	35
5812	36
23196	37
3603	38
12411	39
23902	40
22410	41
7104	42
24059	43
9558	44
26552	45
25749	46
17878	47
4136	48
15228	49
28544	50
16443	51
7584	52
28597	53
14495	54
1583	55
24166	56
22087	57
12718	58
24863	59
781	60
27774	61
12929	62
26883	63
25303	64
16492	65
20294	66
19668	67
18797	68
23629	69
10551	70
4470	71
21738	72
15021	73
9512	74
25119	75
11055	76
9792	77
5906	78
454	79
27789	80
3401	81
3446	82
919	83
24771	84
20807	85
21629	86
5388	87
16336	88
24045	89
17877	90
24160	91
18719	92
5109	93
17663	94
7855	95
10839	96
16324	97
27120	98
9931	99
1441	100
7187	101
7056	102
6095	103
11272	104
21321	105
17782	106
5887	107
24004	108
17235	109
14035	110
27899	111
8536	112
3559	113
13862	114
11675	115
2964	116
20941	117
5945	118
28495	119
17761	120
24938	121
20550	122
25239	123
23870	124
27870	125
7750	126
15065	127
6008	128
7783	129
11081	130
212	131
18342	132
2904	133
5684	134
3152	135
6226	136
2316	137
22034	138
19308	139
19303	140
6551	141
26164	142
4256	143
21678	144
3801	145
28355	146
10168	147
18697	148
7283	149
8839	150
5117	151
17271	152
2969	153
25539	154
22461	155
25892	156
22497	157
2573	158
23046	159
23136	160
10397	161
15203	162
17881	163
1476	164
5349	165
19068	166
17166	167
9778	168
7238	169
6432	170
21744	171
17548	172
11775	173
3889	174
3713	175
20497	176
2156	177
20057	178
5616	179
2950	180
5843	181
1226	182
809	183
14569	184
7766	185
20143	186
21187	187
2667	188
9086	189
28490	190
6525	191
790	192
15843	193
4556	194
15368	195
9355	196
5020	197
331	198
5523	199
5081	200
12039	201
24186	202
27542	203
2678	204
506	205
1842	206
20117	207
8359	208
3836	209
1748	210
2930	211
8264	212
893	213
7142	214
21390	215
15858	216
18359	217
4553	218
9559	219
16773	220
300	221
10765	222
11090	223
12993	224
20183	225
25296	226
24412	227
3433	228
11019	229
2135	230
19986	231
18703	232
11714	233
7610	234
2050	235
21603	236
26808	237
24940	238
24858	239
15470	240
23674	241
12587	242
9791	243
27051	244
24549	245
21614	246
11604	247
17836	248
27134	249
18698	250
12702	251
603	252
22269	253
7632	254
23456	255
24990	256
25979	257
11038	258
2392	259
8563	260
20217	261
26282	262
28229	263
25534	264
2803	265
21462	266
7163	267
19995	268
19280	269
7071	270
28061	271
5390	272
2898	273
24545	274
9731	275
6308	276
10293	277
17266	278
17401	279
15748	280
15134	281
16424	282
5410	283
25489	284
1110	285
2911	286
28351	287
8236	288
6298	289
24364	290
20443	291
20247	292
28632	293
20648	294
15930	295
10246	296
25957	297
21437	298
12014	299
28352	300
11108	301
10343	302
22789	303
25287	304
26038	305
8630	306
21797	307
11073	308
1366	309
103	310
24853	311
3148	312
7439	313
26747	314
8001	315
16358	316
18126	317
8104	318
25800	319
10894	320
22308	321
11835	322
16920	323
5248	324
5245	325
10388	326
26459	327
22417	328
13461	329
15430	330
11409	331
10370	332
957	333
923	334
11168	335
19192	336
18144	337
21038	338
15175	339
927	340
17287	341
1026	342
8044	343
3273	344
364	345
8258	346
3758	347
23135	348
16909	349
20249	350
9612	351
11034	352
9984	353
7547	354
9550	355
10924	356
15984	357
12375	358
5972	359
6319	360
16137	361
7432	362
24961	363
1330	364
3299	365
2294	366
5084	367
13693	368
26399	369
16053	370
14188	371
23997	372
5376	373
11296	374
22690	375
26894	376
20613	377
23323	378
15184	379
15750	380
8562	381
20007	382
18883	383
6185	384
16409	385
10167	386
6707	387
26317	388
27777	389
9479	390
15575	391
2219	392
1058	393
23415	394
22682	395
6578	396
751	397
10452	398
20611	399
16604	400
7489	401
26500	402
53	403
2864	404
3023	405
15063	406
13606	407
18210	408
3348	409
23091	410
24255	411
27257	412
22362	413
21140	414
17145	415
1052	416
596	417
15553	418
791	419
20747	420
26847	421
23970	422
17013	423
19518	424
3093	425
19023	426
21789	427
812	428
28443	429
23185	430
6907	431
9406	432
12497	433
28208	434
15473	435
65	436
6148	437
4478	438
20937	439
26046	440
1262	441
24425	442
26264	443
13343	444
11248	445
25340	446
25829	447
2617	448
19286	449
12783	450
28664	451
6132	452
20876	453
594	454
3547	455
25422	456
3907	457
5358	458
15659	459
4210	460
1064	461
18075	462
10957	463
1365	464
11537	465
5257	466
19466	467
19960	468
681	469
405	470
13152	471
19949	472
171	473
12131	474
21792	475
6842	476
25385	477
11419	478
15156	479
19245	480
7515	481
16478	482
24486	483
8268	484
1927	485
639	486
18772	487
19488	488
14580	489
10104	490
23677	491
6462	492
25743	493
14961	494
20473	495
24293	496
21129	497
4345	498
17956	499
27524	500
9039	501
18968	502
21228	503
7360	504
8680	505
11739	506
21286	507
20921	508
22723	509
16413	510
3172	511
187	512
24090	513
7248	514
23192	515
6297	516
16853	517
13397	518
5925	519
3911	520
25932	521
19617	522
12590	523
6569	524
18404	525
8878	526
27638	527
25363	528
27231	529
14763	530
17306	531
25426	532
4621	533
11054	534
13452	535
26523	536
5465	537
11930	538
23008	539
12369	540
19149	541
12994	542
27905	543
9701	544
12196	545
342	546
9629	547
12803	548
9361	549
7078	550
25679	551
9523	552
9324	553
18917	554
2943	555
