12049	101	4	6.9
12078	567	4	46.65
510	102	58	13.18
5106	10	8	52.77
14758	14627	3	61.26
8725	132	3	11.18
4251	326	3	17.49
551	10199	5	57.39
8	525	30	23.81
611	341	4	9.71
197	1679	3	6.74
9	887	15	8.99
737	2799	3	19.65
137	1485	7	9.99
169	185	41	59.26
6575	251	7	67.62
138	4588	4	11.58
137	6698	7	42.21
5586	59	3	7.17
262	1241	3	7.77
1627	154	5	9.26
110	1817	10	7.61
198	408	10	18.51
1148	1781	3	20.42
470	1244	3	12.07
12	8644	6	9.66
102	11740	4	7.79
837	3863	13	163.19
104	15710	3	7.94
113	1938	10	11.48
202	413	7	9.21
1731	110	14	16.5
116	341	30	9.47
112	1822	13	19.81
175	418	20	51.55
647	146	20	42.68
17599	103	3	6.84
743	1098	3	13.84
2277	137	5	7.87
1456	128	8	9.48
5328	9687	5	84.63
739	1093	3	13.88
136	3565	6	17.99
108	242	63	16.81
109	365	37	12.71
3740	12	11	6.72
8	6127	4	7.03
3090	171	4	14.05
137	6899	3	8.92
381	115	34	16.98
10633	110	3	7.56
124	598	15	9.46
4296	139	5	15.14
244	128	44	36.61
343	116	54	68.32
430	903	5	21.27
395	736	5	17.88
361	1319	3	10.72
6690	116	4	9.45
11581	102	4	7.79
124	4586	4	7.82
164	3197	3	8.14
318	2046	5	26.31
251	820	5	13.96
249	541	5	9.83
104	5375	7	13.13
2429	3401	7	83.63
10458	1624	5	68.92
5051	106	8	19.64
861	636	3	13.06
253	5305	9	86.95
416	140	14	8.98
484	249	6	12.63
897	3127	16	204.19
119	10497	4	13.73
2077	156	5	13.72
157	4592	4	15.56
352	116	38	23.88
113	9375	3	6.85
1918	395	3	13.22
5263	776	9	110.57
12273	121	3	10.27
5264	132	4	11.77
223	805	4	7.81
133	247	28	13.21
1143	245	3	6.95
124	7033	3	6.94
936	622	4	19.29
5027	12	8	7.79
4940	153	4	15.15
151	367	20	28.13
10597	101	4	6.9
5929	171	5	28.28
124	2312	7	11.21
342	822	4	12.28
107	12870	3	7.24
399	393	6	16.33
907	211	5	11.54
109	10200	5	19.91
870	116	17	14.83
106	9572	3	6.7
556	154	9	9.7
5320	8259	3	41.49
1512	190	5	14.98
18086	105	3	9.83
12	5976	8	12.88
11134	11132	4	79.38
14552	122	3	14.52
828	4555	7	72.26
218	223	9	6.66
158	3294	4	12.21
825	206	6	14.47
4274	225	3	14.66
10611	259	4	38.66
103	143	551	58.49
544	5106	3	22.26
316	2369	3	13.44
130	181	53	22.66
164	193	24	16.1
161	2204	5	13.72
1684	3969	9	109.29
797	1329	3	15.31
12	3697	12	13.46
790	211	7	18.88
103	2773	13	10.57
188	192	15	9.64
192	1704	5	16.32
696	249	7	21.27
1286	12372	3	35.77
482	101	72	21.23
9977	556	5	57.5
118	11518	4	18.02
205	8366	3	18.1
929	135	20	47.59
10485	2346	3	36.72
122	560	54	141.44
121	2768	16	61.84
1355	301	3	9.6
248	314	10	22.28
182	4161	3	11.42
153	2251	4	7.82
10046	103	5	11.4
341	8186	3	22.88
1310	9201	3	33.07
106	1074	26	33.42
109	419	35	14.9
138	381	42	90.73
16	1770	10	24.94
8696	443	5	56.79
741	269	13	62.29
166	2715	3	6.94
139	2767	4	6.88
292	1248	4	16.28
107	3053	8	10.85
257	125	29	8.29
12401	2639	4	59.36
106	6619	5	10.42
2140	6217	8	116.33
8433	109	6	23.89
4050	176	3	10.71
103	13747	3	6.84
108	17747	3	11.64
142	376	15	8.67
6977	111	4	7.29
3781	148	3	6.92
175	4822	4	18.6
15522	104	3	7.94
498	374	6	19.18
621	5095	3	22.85
777	5817	8	98.66
102	11802	4	7.79
4972	9	4	8.57
116	5005	5	10.17
12	8566	6	9.66
119	3145	17	78.79
809	1153	3	14.6
116	2494	7	8.4
172	1200	5	9.43
334	2885	4	22.61
177	461	8	9.84
175	707	19	67.79
116	252	52	31.03
1130	250	4	11.37
541	2483	21	244.3
345	159	20	33.57
853	222	4	8.38
1426	122	12	14.99
541	261	5	10.51
707	175	19	67.79
5916	101	8	13.81
2655	190	3	9.27
10650	108	4	15.52
108	1041	15	6.84
1181	704	4	21.06
645	111	23	10.4
1878	944	4	27.98
443	1023	4	17.21
412	676	6	23.6
3632	104	8	6.96
1043	1028	4	23.61
135	5092	4	11.94
3161	187	3	9.79
108	1438	12	7.7
14326	105	3	9.83
4557	156	3	9.99
942	492	3	11.03
748	4456	7	74.01
1320	230	3	7.61
269	1508	3	9.39
114	2823	7	8.84
233	1846	3	9.68
747	114	19	13.49
146	2981	4	8.14
113	579	21	8.8
10621	707	4	47.93
7455	105	5	11.4
334	1793	4	17.98
743	1453	3	15.49
171	179	128	441.75
207	145	25	7.85
234	6106	3	18.76
146	7166	4	16.8
10	553	9	14.12
949	114	15	10.58
8431	3199	6	93.04
259	5817	8	77.45
17386	17	3	23.92
1527	150	6	9.81
16750	515	3	34.02
1043	289	3	7.9
16011	104	3	7.94
120	2978	6	7.87
248	277	7	8.91
153	576	8	7.03
659	389	3	7.23
216	153	21	10.25
556	879	5	23.59
107	11977	3	7.24
2947	158	3	6.73
12606	112	3	8.84
12	2050	20	11.23
105	8	816	32.62
4403	101	10	11.65
11186	106	3	6.7
12209	108	3	7.45
105	2579	10	9.35
369	10604	4	42.33
356	1092	3	9.61
1885	137	7	12.82
6166	168	3	13.84
929	205	9	30.01
2674	8201	4	51.73
6486	12	8	12.88
12173	103	4	9.12
104	845	33	18.79
57	486	13	7.65
130	12	1050	324.88
2774	123	7	12.64
583	473	5	17.25
1092	291	5	19.32
425	665	3	7.69
870	166	6	8.7
275	407	11	34.07
139	14078	3	18.47
135	12496	4	23.78
846	505	3	10.25
156	105	207	21.91
1167	103	31	24.18
126	1312	8	8.89
108	10670	3	11.64
1445	3393	5	48.61
17718	8539	3	52.94
150	6621	3	10.77
124	2362	8	14.92
1361	134	10	16.93
182	1084	12	44.83
122	1122	11	8.15
4634	135	4	10.09
352	166	12	12.25
16916	109	3	11.94
927	304	52	499.82
4055	156	3	8.82
549	384	5	14.56
11479	108	3	7.45
1109	261	3	7.37
4371	295	11	111.89
636	105	27	9.47
1654	103	19	9.13
1144	422	3	10.92
222	122	51	19.92
118	13185	3	9.24
249	821	12	54.14
287	546	4	7.87
251	590	6	15.19
3312	4156	3	32.33
17517	2207	3	43.45
101	296	127	43.84
418	6537	7	76.34
130	1498	8	11.67
2674	187	4	14.1
909	8798	5	62.75
2258	216	3	9.66
251	727	9	33.5
3051	15871	3	45.82
4091	141	4	10.54
307	774	3	6.79
109	12817	3	7.74
525	1087	4	18.54
6080	172	3	13.28
135	9951	3	11.31
15071	131	3	17.46
10450	125	5	27.04
376	142	15	8.67
4596	109	8	19.85
350	184	14	26.48
5304	101	8	8.62
108	3864	6	7.51
1181	1828	7	61
136	1056	9	10.84
17349	104	3	7.94
681	4473	3	23.42
112	640	22	13.98
1669	727	4	24.13
2180	301	7	41.77
678	130	11	8.63
331	155	16	18.04
240	108	58	11.42
237	756	4	8.06
207	2329	3	9.35
4292	102	9	6.88
3685	126	14	77.94
206	323	7	6.86
116	1972	10	13.27
205	447	6	7.68
12769	119	3	9.6
6878	132	3	8.57
5859	128	3	6.85
304	142	23	19.74
158	13549	3	22.2
12	10036	5	8.05
877	456	4	15.54
265	4443	11	108.29
116	5453	6	16.75
115	4266	8	21
104	10594	4	10.59
109	3212	6	7.12
1279	12	31	13.24
134	2738	7	18.53
1248	1307	5	35.27
442	4317	3	19.63
135	400	37	69.63
1148	402	6	30.58
2750	138	5	10.02
17110	104	3	7.94
1011	1242	3	16.19
1585	1131	9	78.26
6747	5381	7	121.55
347	1261	7	34.81
803	142	8	6.78
16	3436	7	22.88
320	364	7	17.52
1181	940	4	23.53
194	1645	4	11.07
290	3168	3	15.34
2549	57	5	8.4
13490	271	3	29.62
126	8301	4	14.87
136	7266	3	8.99
117	125	376	125.68
177	164	30	18.79
8201	845	5	56.66
1995	106	11	10.49
118	6441	4	7.82
594	210	5	7.33
102	11592	4	7.79
8328	102	6	11.69
2509	257	5	25.81
1614	122	11	14.74
531	159	8	7.84
172	5592	3	12.45
112	1323	13	18.11
1157	112	13	9.49
142	114	193	22.13
143	732	9	7.51
646	302	7	25.25
175	132	44	6.72
5825	101	7	7.15
3417	12087	4	61.98
806	559	7	36.44
136	5873	6	27.52
106	4543	7	12.32
126	9138	3	10.21
2332	236	4	16.6
741	478	3	9.44
4346	138	4	9.95
9	9507	3	6.8
395	1081	3	10
398	1197	3	10.83
626	637	3	9.54
181	139	68	62.58
149	122	126	9.24
105	16973	3	9.83
341	694	5	15.9
753	105	28	15.1
6761	150	3	10.77
161	5589	9	67.32
132	6563	4	14.36
12622	8	3	8.59
315	469	5	11.78
3466	10130	5	77.9
701	219	7	18.64
2833	154	4	10.11
161	3324	3	7.98
119	13270	4	18.52
159	166	36	18.21
3249	57	4	7.08
1058	425	4	15.92
548	494	3	7.74
57	5664	3	7.03
893	3339	4	33.06
101	4454	10	11.65
1434	261	5	20.23
113	9611	3	6.85
4391	591	3	21.91
184	537	9	18.83
248	1112	4	11.37
123	3535	5	10.34
11358	103	4	9.12
903	2	4	9.87
6559	909	7	88.1
553	127	20	23.74
107	11024	3	7.24
106	11156	3	10.85
3586	138	4	9.28
122	1058	23	45.46
156	397	20	36.89
6987	122	4	10.36
688	540	3	9.47
11812	409	4	43.35
7339	103	6	8.71
1356	929	3	16.37
8776	385	5	53.57
310	150	17	12.45
2024	159	4	8.45
522	321	9	33.39
103	2273	15	9.38
1238	189	4	8.27
726	389	5	17.74
162	626	9	13.48
219	2816	4	17.36
101	1225	29	13.64
102	299	112	36.76
603	117	33	41.99
604	727	3	10.46
822	7493	6	74.19
119	12151	3	9.6
6619	106	5	10.42
132	5815	5	19.24
17336	109	3	11.94
387	2879	3	16.72
6139	287	3	19.62
7672	103	6	13.68
4783	295	10	101.66
12307	568	4	46.13
828	332	3	7.5
132	3211	5	10.81
2231	1006	3	20.42
104	268	86	14.18
186	617	8	15.89
101	1888	22	13.59
15	463	3	11.05
494	450	4	10.9
6889	170	3	13.99
247	12	254	375.09
428	614	3	7.25
526	102	65	30.4
995	262	4	11.01
656	375	5	16.06
15429	103	3	6.84
18081	108	3	11.64
2825	130	5	9.09
9291	232	5	46.87
6013	342	8	83.54
59	6505	6	27.24
114	13411	3	13.32
3249	8	6	7.01
5331	105	6	9.49
57	3366	5	12.47
795	208	5	10.15
101	552	63	21.41
12	183	274	29.52
161	1669	4	6.91
157	102	357	34.11
159	881	6	8.03
133	6468	4	13.03
141	8943	3	12.27
142	9083	3	12.37
7433	107	6	22.83
11145	102	4	7.79
787	163	14	38.13
5	631	6	22.87
242	721	4	8.02
7202	124	3	6.94
1707	104	20	18.06
109	16430	3	11.94
215	262	8	7.31
13193	168	4	30.98
815	1127	10	75.46
127	3898	4	7.64
153	2442	4	8.46
905	301	3	7.43
9	8791	3	6.8
291	8777	4	35.5
495	290	4	7.48
217	901	5	12.37
158	3843	3	9.16
1748	719	3	16.41
207	12787	4	35.23
148	13237	4	26.31
5349	12791	4	67.02
5297	59	3	7.17
128	330	21	9.25
160	1205	6	10.89
1089	156	7	13.27
578	706	3	9.67
328	8677	3	22.63
1023	190	6	15.1
162	7014	4	20.73
2047	744	4	26.26
132	7487	3	9.7
6170	1131	6	69.31
448	504	4	13.26
103	7025	6	8.71
5687	2042	9	130.47
131	3657	9	34.71
603	151	19	43.19
163	256	13	6.74
2050	101	19	10.18
583	245	5	9.82
2733	186	7	34.04
155	239	18	11.71
275	57	22	8.95
339	833	3	7.7
2065	151	4	6.78
1018	110	18	12.77
348	113	34	13.63
1149	2719	3	22.29
705	744	3	11.46
135	367	27	30.8
1147	242	3	7
115	18032	3	13.25
136	244	31	19.97
368	116	60	88.8
17	259	11	6.97
109	17332	3	11.94
6880	193	3	16.3
17	1062	5	8.72
113	988	15	11.03
201	1108	5	13.09
12193	1075	4	51.67
10621	107	4	15.22
4192	127	5	12.79
3978	4640	3	34.33
115	2480	7	6.89
748	314	3	7.21
879	406	3	9.31
6694	113	4	12.7
501	683	30	241.88
5752	635	9	105.92
262	2513	3	12.51
111	237	62	17.54
135	708	10	7.76
8	4191	6	10.54
4501	384	3	19.16
535	362	4	9.24
1433	16	7	9.5
232	314	7	10.08
7771	121	5	19.09
137	523	19	24.6
167	4311	3	9.89
11059	101	4	6.9
12524	116	3	9.5
1665	706	3	16.14
142	154	60	16.15
2184	150	7	18.43
116	797	23	28.88
1376	11812	4	53.37
271	627	9	32.31
1831	2069	11	121.2
405	1974	5	28.32
1931	124	8	13.59
101	8972	5	8.63
1040	259	4	11.08
498	101	56	6.66
1171	9029	5	65.14
103	11691	4	9.12
16008	103	3	6.84
104	12311	4	10.59
560	5106	8	82.95
201	482	6	8.23
116	533	20	9.77
807	123	12	7.4
3812	164	3	10.07
330	1129	3	9.03
479	840	3	10.3
108	6463	6	14.9
1852	203	3	7.63
8694	127	4	17.71
107	148	238	33.1
198	101	199	7.25
13	968	5	7.59
519	6528	7	79.92
1867	487	3	14.74
123	945	16	21.13
526	2069	9	70.06
153	4462	3	8.77
968	172	5	7.75
906	479	3	10.68
5331	3673	6	83.63
542	6481	6	60.46
132	3758	8	30.43
1748	143	9	20.92
250	5755	4	26.05
3416	389	4	25.42
4534	858	5	54.38
481	6	3	7.12
143	9927	3	12.21
1566	3356	15	210.22
11963	3051	3	41.32
2647	1176	8	77.9
104	517	46	14.41
105	57	349	11.27
5779	144	3	7.9
319	251	11	26.28
127	5593	4	10.83
156	6481	3	11.51
9	9092	3	6.8
3494	609	15	177.66
127	7315	4	15.19
6116	153	3	10.9
241	1162	6	21.74
5771	12	9	14.5
124	1238	10	10.5
364	2855	5	33.59
1384	101	24	8.75
876	287	3	7.07
7168	600	4	37.02
429	557	3	6.77
4234	103	9	9.34
1260	565	3	12.97
183	3125	3	9.42
278	156	49	138.88
124	3087	5	7.68
2668	4135	7	88.89
210	2647	6	28.91
120	3551	5	7.21
120	1172	13	13.8
127	317	20	7.45
657	813	4	17.37
17941	164	3	22.59
3449	197	3	11.18
1566	2702	4	34.98
132	6294	3	7.65
636	6481	3	25.19
451	3730	3	18.74
2620	217	5	24.03
2133	448	5	30.48
128	3915	4	7.49
1239	176	5	9.91
598	163	7	7.09
5198	8	6	13.22
4240	175	3	10.71
1241	148	6	7.09
59	3077	4	6.79
389	757	3	7.96
2972	456	4	25.55
119	8536	4	11.3
101	4180	12	20.71
153	3536	3	7.74
849	284	3	6.81
1869	683	29	355.81
280	183	49	190.24
1131	1535	9	77.68
587	452	3	7.46
12384	124	4	21.22
11932	107	3	7.24
259	17	11	6.97
295	192	8	7
229	154	21	15.33
510	7459	5	51.39
122	10110	4	14.55
6673	107	4	8.23
137	6651	3	8.92
859	3228	3	23.01
638	5990	4	37.48
2034	203	3	8.04
336	9462	5	51.94
744	705	3	11.46
239	1379	3	7.57
148	3807	4	10.94
1797	236	3	9.31
118	999	13	7.76
116	229	62	31.47
2721	117	7	9.08
143	314	21	17.15
439	143	14	10.01
2446	12	19	16.64
1005	211	6	16.92
779	328	3	7.07
302	2064	3	12.86
203	306	8	8.53
119	441	26	15.72
105	16346	3	9.83
175	403	9	9.89
408	560	4	11.16
2036	115	8	6.94
4980	136	3	6.63
109	4934	5	10.21
196	3837	3	12.19
293	104	71	10.24
140	3116	4	7.62
739	982	3	13.64
120	13593	3	14.21
170	3624	4	14.85
10419	110	4	10.98
1878	109	15	24.9
507	496	3	7.22
2548	112	11	21.39
1490	586	3	14.43
4311	112	5	7.21
16692	103	3	6.84
2237	122	9	14.62
109	3752	6	7.12
344	6212	3	20.81
7049	722	6	72.9
9002	112	3	6.85
12	9432	5	8.05
977	149	9	14.4
2924	106	8	10.71
1452	236	4	12.56
234	1170	3	6.97
1857	195	4	11.49
302	421	5	9.78
208	2218	3	9.37
116	1370	13	15.02
118	1648	10	10.2
17	822	6	10.05
7492	777	6	73.8
329	410	4	7.03
747	154	8	11
328	295	6	10.7
112	169	123	37.37
204	1329	4	9.52
1189	728	4	21.27
146	778	8	7.5
147	128	102	17.02
118	5960	7	25.74
1037	272	3	7.2
369	259	7	13.18
11432	102	4	7.79
374	1121	3	10.26
5126	150	4	13.69
102	9001	5	9.74
3978	103	10	11.07
2952	105	9	8.42
1184	115	17	20.59
135	131	115	11.68
16	913	12	18.37
2139	170	8	31.78
107	2120	9	6.75
109	1346	12	7.14
121	12564	4	19.45
5458	130	3	6.88
8	4777	10	36.35
2520	127	5	7.14
116	346	28	7.11
117	231	55	20.38
335	875	3	8.22
464	183	7	8.47
387	16323	3	32.44
1189	8186	4	44.57
226	1632	3	7.93
1341	107	34	97.67
109	2733	9	12.49
8	4036	6	13.22
106	351	42	9.71
