Words	Model1 Word Embedding	Model2 Word Embedding
time	"[ 0.099185  0.28333   0.62799  -0.46388  -0.094643  0.39536   1.8956
  0.15325   0.39469  -0.03058  -0.98644  -0.24421  -4.6944    0.34421
  0.46324   0.042716 -0.050703 -0.99004  -0.57449  -0.90413  -0.57818
  0.14189   0.17403   0.44834  -0.021622]"	"[-4.73632812e-02  1.87500000e-01  2.25830078e-03  1.73828125e-01
 -1.59912109e-02 -1.50390625e-01  1.13769531e-01 -1.55029297e-02
  2.19726562e-01 -1.01318359e-02  1.50146484e-02 -1.03515625e-01
  5.34057617e-03 -6.59179688e-02 -1.92382812e-01  3.89099121e-03
  1.42211914e-02  8.30078125e-02  1.30859375e-01 -1.95312500e-01
 -1.19628906e-01 -9.57031250e-02 -4.90722656e-02  6.10351562e-03
 -1.31225586e-02  1.25976562e-01  5.37109375e-02  4.56542969e-02
  3.32031250e-02  1.56250000e-01  1.33666992e-02  4.39453125e-02
 -4.68750000e-02  1.39648438e-01  1.58203125e-01 -4.88281250e-02
  1.11694336e-02 -1.96289062e-01 -7.17773438e-02  1.82617188e-01
  1.36718750e-01 -7.37304688e-02  1.73828125e-01 -8.69140625e-02
 -1.83105469e-02  5.61523438e-02 -1.62353516e-02  1.57226562e-01
 -4.76074219e-02  8.25195312e-02  4.58984375e-02 -1.33789062e-01
 -3.32031250e-02 -2.62451172e-02 -9.32617188e-02  5.54199219e-02
  1.57226562e-01  6.93359375e-02  3.01513672e-02 -9.22851562e-02
 -1.03027344e-01 -1.01470947e-03 -4.54101562e-02 -1.72851562e-01
  1.34277344e-02  3.24707031e-02 -1.19018555e-02  2.91748047e-02
 -1.11328125e-01 -7.03125000e-02  3.68652344e-02  4.46777344e-02
 -9.08203125e-02  6.95800781e-03 -2.89306641e-02 -8.44726562e-02
  1.15722656e-01  6.03027344e-02  6.88476562e-02  2.04101562e-01
  1.05468750e-01  7.61718750e-02  9.66796875e-02 -1.25976562e-01
  7.53784180e-03 -6.34765625e-02 -1.04980469e-02  7.32421875e-02
  6.64062500e-02  1.24511719e-01  4.34570312e-02  3.12500000e-02
 -3.17382812e-02 -1.79687500e-01 -2.36328125e-01 -2.30468750e-01
 -8.64257812e-02  6.29882812e-02  8.15429688e-02  4.10156250e-02
  1.94091797e-02 -8.59375000e-02 -2.30712891e-02 -5.39550781e-02
 -1.16699219e-01 -3.06396484e-02  2.22167969e-02  8.54492188e-02
  8.64257812e-02 -1.05590820e-02  7.95898438e-02  2.47802734e-02
  9.17968750e-02  5.83496094e-02  1.73339844e-02  2.38037109e-02
  8.93554688e-02 -7.03125000e-02 -3.66210938e-02 -2.33154297e-02
 -2.03125000e-01 -5.46875000e-02  6.44531250e-02  1.30859375e-01
 -6.10351562e-02  1.19628906e-02  1.01074219e-01 -4.32128906e-02
 -7.86132812e-02  7.47070312e-02 -5.32226562e-02 -2.23632812e-01
 -7.32421875e-02 -5.39550781e-02 -8.59375000e-02 -2.83203125e-01
 -2.18505859e-02  3.41796875e-02  1.27563477e-02  2.66113281e-02
  1.51367188e-01 -9.37500000e-02  5.56640625e-02 -8.64257812e-02
 -6.34765625e-02  1.17675781e-01 -9.86328125e-02 -7.51953125e-02
 -1.37695312e-01 -5.24902344e-02  2.03857422e-02  1.51367188e-01
 -4.66308594e-02  9.03320312e-03  8.64257812e-02 -1.49414062e-01
  5.02929688e-02 -1.45507812e-01 -6.15234375e-02 -2.49023438e-01
 -5.12695312e-02  1.99218750e-01  1.48437500e-01 -9.71679688e-02
 -3.12500000e-02  9.61914062e-02 -9.37500000e-02 -1.71661377e-04
  7.76367188e-02 -6.03027344e-02  1.22070312e-03 -7.27539062e-02
 -8.25195312e-02 -1.51367188e-01  2.75878906e-02 -2.70996094e-02
 -1.83105469e-02 -8.05664062e-02  7.56835938e-02 -4.51660156e-02
  2.67333984e-02  2.75878906e-02  5.73730469e-02 -3.68652344e-02
  3.93066406e-02 -1.85546875e-01 -2.51464844e-02 -1.87988281e-02
  1.59179688e-01 -1.04980469e-01  7.08007812e-02  4.45556641e-03
 -4.73022461e-03  3.97949219e-02 -1.05468750e-01  2.07031250e-01
  1.07421875e-01  3.80859375e-02 -1.99218750e-01 -1.75781250e-01
 -2.41699219e-02  1.20117188e-01  2.12402344e-02  1.74804688e-01
  1.43554688e-01 -1.28906250e-01 -1.95312500e-01  1.17187500e-01
  2.80761719e-03 -5.37109375e-02  7.47070312e-02  3.41796875e-02
 -2.11914062e-01  4.39453125e-02 -1.36718750e-01 -4.95605469e-02
  5.29785156e-02 -3.83300781e-02 -4.95605469e-02  1.67846680e-03
 -5.76171875e-02 -9.94873047e-03 -1.95312500e-02 -6.10351562e-02
 -2.62451172e-02  4.51660156e-02  7.27539062e-02 -4.19921875e-02
  3.68652344e-02  5.98144531e-02  4.10156250e-02 -4.80957031e-02
 -5.93261719e-02 -7.12890625e-02 -3.17382812e-02  3.29589844e-02
  1.64794922e-02 -6.68945312e-02 -9.32617188e-02 -6.54296875e-02
 -1.11694336e-02  1.03149414e-02  6.34765625e-02 -2.94921875e-01
 -4.15039062e-02 -1.78710938e-01 -3.05175781e-02  9.47265625e-02
  1.24511719e-02 -1.83105469e-02  3.34472656e-02  4.85839844e-02
 -7.23266602e-03  7.61718750e-02 -3.73535156e-02  5.46875000e-02
  9.91210938e-02 -2.78320312e-02 -7.03125000e-02 -3.51562500e-02
 -8.49609375e-02 -1.54296875e-01 -7.32421875e-02 -1.83105469e-03
  5.54199219e-02  1.84326172e-02  1.04003906e-01  1.18164062e-01
 -6.88476562e-02 -7.81250000e-03  1.24023438e-01  1.28906250e-01
  2.04101562e-01  1.25976562e-01  2.92968750e-02 -6.88476562e-02
 -1.76757812e-01 -1.85546875e-01  7.47070312e-02 -1.43554688e-01
 -3.32031250e-02 -1.39648438e-01  1.71661377e-03  5.49316406e-02
 -3.46679688e-02 -7.76367188e-02 -8.59375000e-02  3.75976562e-02
  3.63769531e-02  1.43554688e-01 -1.58203125e-01  3.17382812e-02
 -1.79687500e-01 -1.62109375e-01 -3.80859375e-02 -6.34765625e-02
 -1.03027344e-01 -3.55529785e-03 -6.25000000e-02 -5.56640625e-02]"
game	"[ 1.146     0.3291    0.26878  -1.3945   -0.30044   0.77901   1.3537
  0.37393   0.50478  -0.44266  -0.048706  0.51396  -4.3136    0.39805
  1.197     0.10287  -0.17618  -1.2881   -0.59801   0.26131  -1.2619
  0.39202   0.59309  -0.55232   0.005087]"	"[ 1.14746094e-01  5.27343750e-02  4.29687500e-02  4.48608398e-03
  2.73437500e-01  7.17773438e-02  1.73828125e-01 -1.98242188e-01
  2.07519531e-02  1.18652344e-01  3.34472656e-02 -1.05957031e-01
  3.33786011e-04 -1.79687500e-01 -1.31225586e-02 -1.26953125e-01
  1.48437500e-01  1.41601562e-01  1.55273438e-01 -1.03027344e-01
  2.17773438e-01  1.18164062e-01  9.66796875e-02 -1.51367188e-01
 -2.07519531e-02 -2.96630859e-02 -7.12890625e-02 -1.63574219e-02
  1.72851562e-01 -7.75146484e-03 -1.04980469e-01  1.14746094e-01
  1.46484375e-01 -1.94335938e-01 -5.78613281e-02  2.08007812e-01
  1.70898438e-01 -3.36914062e-02  9.37500000e-02  2.35351562e-01
  2.61718750e-01  1.56250000e-02  2.92968750e-01  1.67968750e-01
 -5.07812500e-02 -1.59179688e-01  1.05957031e-01 -1.04003906e-01
  8.30078125e-02  2.75390625e-01  4.02832031e-02  2.61718750e-01
  8.23974609e-03 -1.39770508e-02 -1.86920166e-03 -2.12890625e-01
  2.22656250e-01 -8.15429688e-02  1.46484375e-01 -1.78710938e-01
 -1.85546875e-01  1.29882812e-01 -4.07714844e-02 -6.78710938e-02
 -1.56250000e-01  1.81640625e-01 -4.98046875e-02 -1.38671875e-01
  2.81250000e-01  1.92382812e-01  4.83398438e-02 -6.25000000e-02
 -9.37500000e-02 -1.98242188e-01 -1.05957031e-01 -1.87500000e-01
  1.16699219e-01 -1.50756836e-02  1.33789062e-01 -1.30859375e-01
 -1.24023438e-01 -2.67333984e-02  7.03125000e-02  7.86132812e-02
  1.63085938e-01 -1.60156250e-01 -3.30078125e-01  1.92382812e-01
  2.21679688e-01  9.81445312e-02 -5.34667969e-02  1.50390625e-01
 -7.81250000e-02 -3.97949219e-02  8.05664062e-02 -2.77343750e-01
 -5.78613281e-02  1.34277344e-03 -1.01074219e-01  1.63085938e-01
 -3.97949219e-02  1.04980469e-01 -6.40869141e-03  2.90527344e-02
 -4.51660156e-02 -6.20117188e-02 -1.66015625e-02  9.32617188e-02
  5.56640625e-02 -2.82287598e-03  2.63671875e-01 -3.80859375e-02
 -2.63671875e-01 -9.22851562e-02  3.39843750e-01  1.39648438e-01
 -6.98242188e-02  1.10351562e-01 -8.60595703e-03 -1.97265625e-01
 -1.40625000e-01 -1.75781250e-01 -3.89099121e-04  1.42578125e-01
 -1.21582031e-01 -2.57812500e-01 -2.27539062e-01 -1.36718750e-01
 -1.83593750e-01  1.90429688e-02 -7.03125000e-02 -3.02734375e-01
 -1.23046875e-01 -1.38671875e-01 -3.75976562e-02 -1.01074219e-01
 -2.14843750e-02  3.65234375e-01 -4.31640625e-01 -5.73730469e-02
 -5.46875000e-02  3.00292969e-02  1.46484375e-01  3.12500000e-02
 -1.09863281e-01  4.49218750e-01  2.50000000e-01 -1.18164062e-01
 -2.77343750e-01 -3.54003906e-02  5.90820312e-02  1.28906250e-01
 -2.41210938e-01  5.88378906e-02 -1.99218750e-01 -4.85839844e-02
  4.24804688e-02 -3.59375000e-01 -2.05078125e-01 -9.96093750e-02
  4.54101562e-02  5.20019531e-02  2.65625000e-01 -2.72216797e-02
 -1.63085938e-01 -9.13085938e-02  5.29785156e-02 -2.17285156e-02
 -1.03759766e-02  1.24023438e-01 -2.36328125e-01 -1.28906250e-01
  5.56640625e-02 -9.86328125e-02  3.93066406e-02  9.64355469e-03
  9.17968750e-02 -5.37109375e-02 -1.82617188e-01  1.52587891e-03
  1.55273438e-01 -5.88378906e-02  2.55859375e-01 -8.49609375e-02
  3.34472656e-02  2.07031250e-01  3.66210938e-02 -1.00097656e-02
 -2.16064453e-02 -1.45507812e-01  1.12304688e-01 -3.96728516e-03
  5.24902344e-02 -1.02050781e-01 -1.72851562e-01  1.85546875e-01
 -2.14843750e-02  9.08203125e-02 -1.79687500e-01 -2.12402344e-02
 -8.74023438e-02  3.73535156e-02  6.98242188e-02  1.35742188e-01
  2.20703125e-01 -7.17773438e-02  1.02050781e-01 -3.61328125e-02
 -1.58691406e-02 -8.83789062e-02  4.24804688e-02  2.79296875e-01
 -1.15722656e-01  2.08007812e-01 -1.99218750e-01  1.21459961e-02
  2.18505859e-02 -1.84570312e-01 -1.98242188e-01 -5.58471680e-03
  7.66601562e-02 -1.24023438e-01  1.79687500e-01 -2.09960938e-01
  6.98242188e-02  1.07421875e-01  1.83105469e-02  2.48046875e-01
  2.55126953e-02 -2.77099609e-02  6.22558594e-02  2.00195312e-01
 -1.14257812e-01 -2.08984375e-01  1.59179688e-01  1.52343750e-01
 -1.17187500e-02 -7.81250000e-02  1.74804688e-01  6.64062500e-02
  6.07910156e-02 -2.12890625e-01  2.63671875e-01 -6.32812500e-01
 -1.45507812e-01  1.25976562e-01 -1.40625000e-01  1.31835938e-02
 -4.80957031e-02 -3.29589844e-02  2.42614746e-03  7.86132812e-02
  8.98437500e-02 -1.97753906e-02 -1.71875000e-01 -1.88476562e-01
  4.63867188e-02 -5.17578125e-02 -1.84326172e-02  6.15119934e-05
 -1.40625000e-01  1.58203125e-01  1.67968750e-01 -2.63671875e-02
 -2.08007812e-01  1.92382812e-01 -2.69775391e-02 -2.50244141e-02
 -2.59765625e-01 -2.97851562e-02 -4.80957031e-02  1.04003906e-01
 -7.66601562e-02 -2.31445312e-01  2.11914062e-01 -1.86767578e-02
  3.34472656e-02 -1.05468750e-01 -2.17773438e-01 -7.03125000e-02
  5.93261719e-02  6.68945312e-02  1.26953125e-01 -9.76562500e-02
  7.76367188e-02 -2.21679688e-01  9.46044922e-03  1.37695312e-01
 -6.78710938e-02  1.37329102e-02 -2.12890625e-01  4.32128906e-02
 -1.39648438e-01 -1.15966797e-02  2.28515625e-01  1.70898438e-01
 -1.04370117e-02 -9.42382812e-02 -1.72851562e-01 -5.27343750e-02]"
year	"[-0.049064  0.68725   0.67187  -1.0373    0.096446 -0.37432   1.8354
  0.087708 -0.72008  -0.15958  -0.13232   0.51415  -4.5565    1.4328
  0.30352  -0.73738   0.45681  -0.94921  -0.40911  -0.067633 -0.79604
  0.202    -0.35874   0.13302  -0.26809 ]"	"[ 6.17675781e-02  2.57812500e-01  3.67736816e-03  1.45507812e-01
 -3.73535156e-02 -1.20117188e-01  1.88476562e-01 -1.54296875e-01
  2.13867188e-01  1.72851562e-01  5.41992188e-02  2.18505859e-02
  5.34057617e-03 -1.02539062e-01 -5.15747070e-03 -3.35693359e-03
 -4.61425781e-02 -8.34960938e-02 -1.67968750e-01 -2.73437500e-02
 -9.39941406e-03 -4.48608398e-03 -1.22070312e-01 -2.19726562e-01
  2.64892578e-02 -4.39453125e-03  9.71679688e-02  8.44726562e-02
  8.15429688e-02  1.14746094e-01  6.05468750e-02 -1.51367188e-01
  7.61718750e-02 -6.53076172e-03  1.01074219e-01  8.88671875e-02
 -2.17773438e-01 -2.17773438e-01 -1.00585938e-01  9.17968750e-02
  1.27929688e-01 -4.41894531e-02  7.47070312e-02  1.81640625e-01
 -3.12500000e-02 -1.36718750e-01  1.81640625e-01  2.08007812e-01
 -5.49316406e-04 -3.14941406e-02 -2.42919922e-02 -2.01171875e-01
 -1.32812500e-01 -1.61132812e-01  2.82287598e-04  9.91210938e-02
  3.14941406e-02  5.88378906e-02 -3.39355469e-02 -4.98046875e-02
 -1.66015625e-01  7.95898438e-02  9.03320312e-02 -1.20239258e-02
  1.00097656e-01  2.25585938e-01  1.79687500e-01 -1.52587891e-02
  2.00195312e-01  2.66113281e-02  5.71289062e-02 -1.37939453e-02
 -1.72119141e-02  2.04101562e-01  1.17187500e-01  4.73632812e-02
  9.66796875e-02  1.01074219e-01  2.29492188e-01  8.93554688e-02
  9.96093750e-02 -2.28515625e-01 -7.91015625e-02  1.99218750e-01
 -5.51757812e-02 -6.20117188e-02 -1.38671875e-01  8.11767578e-03
  1.80664062e-02  7.08007812e-02  2.18750000e-01  1.58203125e-01
 -2.61718750e-01 -2.45117188e-01 -2.83203125e-01 -1.60156250e-01
  1.44042969e-02  1.89453125e-01  7.71484375e-02 -5.93261719e-02
  1.36718750e-02 -2.50244141e-02 -1.50390625e-01  2.68554688e-02
 -1.82617188e-01 -2.55859375e-01 -1.04003906e-01 -4.41894531e-02
 -1.40625000e-01 -3.93066406e-02 -3.46679688e-02  3.97949219e-02
  1.04492188e-01  2.72216797e-02  8.10546875e-02 -4.37011719e-02
  2.80761719e-02 -6.54296875e-02  4.98046875e-02  3.54003906e-02
 -2.49023438e-02 -2.38037109e-02 -1.04492188e-01 -1.13281250e-01
  1.93359375e-01 -2.09960938e-02  2.48046875e-01 -2.78320312e-02
  6.03027344e-02  2.39257812e-02 -1.48437500e-01 -1.32812500e-01
 -6.22558594e-02 -9.86328125e-02 -1.62109375e-01  4.63867188e-03
 -4.90722656e-02  8.88671875e-02 -1.05957031e-01  1.02539062e-01
  6.17675781e-02 -6.05468750e-02 -9.94873047e-03  1.18652344e-01
 -1.31225586e-02  1.00585938e-01  5.66406250e-02 -5.83496094e-02
 -1.22558594e-01 -1.64062500e-01  1.58691406e-02  3.22265625e-02
  3.43322754e-03  6.03027344e-02  8.15429688e-02 -1.47247314e-03
 -8.05664062e-03 -1.45507812e-01  4.78515625e-02 -6.59179688e-02
  1.42578125e-01  1.97265625e-01  1.56250000e-01 -9.70458984e-03
  1.09375000e-01  4.00390625e-02  7.12890625e-02 -2.00195312e-01
  1.09375000e-01 -1.01074219e-01 -2.35595703e-02 -3.36914062e-02
 -4.00390625e-02 -3.08593750e-01 -3.29589844e-03  1.19018555e-02
  1.27929688e-01  1.06445312e-01 -1.91650391e-02  9.27734375e-02
 -1.64062500e-01 -5.07812500e-02  9.04083252e-04  3.58886719e-02
  1.00097656e-01  2.44140625e-02  4.78515625e-02  1.98974609e-02
  1.93359375e-01 -2.00195312e-01  1.57226562e-01 -1.17187500e-02
  1.64794922e-02 -2.77709961e-03 -1.37695312e-01  1.93359375e-01
  1.28906250e-01  1.41601562e-02 -1.55273438e-01  1.08642578e-02
 -1.19628906e-01  3.39355469e-02  1.84326172e-02  8.34960938e-02
  3.36914062e-02 -1.46484375e-01 -4.76074219e-02 -1.98974609e-02
 -7.08007812e-03  5.85937500e-03  1.40625000e-01 -1.19628906e-02
  3.90625000e-03  1.94091797e-02 -1.92382812e-01 -4.76074219e-02
  2.36816406e-02 -1.02539062e-01 -3.00292969e-02  9.71679688e-02
 -8.64257812e-02  9.22851562e-02  1.86523438e-01 -8.05664062e-03
  5.15136719e-02 -2.05078125e-01  4.29687500e-02 -7.66601562e-02
 -1.27410889e-03 -1.27929688e-01 -2.34375000e-02  3.22265625e-02
 -6.49414062e-02  1.95312500e-01 -2.29492188e-01  6.25000000e-02
 -5.10253906e-02 -1.59179688e-01 -7.08007812e-03  7.42187500e-02
  4.00390625e-02  8.20312500e-02  6.28662109e-03 -1.37695312e-01
 -2.04101562e-01 -1.35742188e-01  7.32421875e-02 -3.63769531e-02
  3.50952148e-03  7.37304688e-02 -1.08032227e-02 -8.78906250e-02
 -1.33056641e-02  1.01562500e-01  6.78710938e-02  1.44531250e-01
  1.01074219e-01  7.37304688e-02 -9.27734375e-02 -1.81884766e-02
  1.45507812e-01  5.05371094e-02 -5.00488281e-02 -1.57470703e-02
  2.02148438e-01  1.13281250e-01 -4.32128906e-02  1.41601562e-01
 -1.10473633e-02  1.09375000e-01  2.28515625e-01 -1.29882812e-01
  2.08007812e-01  1.68457031e-02 -2.50244141e-03  1.54418945e-02
 -9.42382812e-02 -6.44531250e-02 -7.56835938e-02 -1.99218750e-01
 -6.98242188e-02  1.81884766e-02 -1.51367188e-01  9.08203125e-02
  1.56250000e-01 -1.57226562e-01 -1.11816406e-01  6.83593750e-02
  1.41601562e-01  8.34960938e-02 -3.17382812e-02  5.63964844e-02
 -1.56250000e-01 -1.46484375e-01  7.87353516e-03 -1.33789062e-01
 -4.66308594e-02  1.11816406e-01  7.27539062e-02 -1.74804688e-01]"
season	"[ 0.34853  0.58149  0.36469 -1.1334  -0.31172  0.20243  1.7893  -0.15265
 -0.38154 -1.1523   0.26419  0.95886 -3.8735   1.2624   0.93331 -0.29367
 -0.58902 -0.72573 -0.54558  0.20116 -1.7377   0.66936  0.39875 -0.12239
  0.24632]"	"[ 5.98144531e-02  1.64062500e-01 -1.59179688e-01  6.15234375e-02
  1.97265625e-01 -5.37109375e-02  7.66601562e-02 -6.00585938e-02
  1.45507812e-01  4.31640625e-01  3.49121094e-02 -8.39843750e-02
  5.32226562e-02 -8.98437500e-02 -8.88671875e-02  5.22460938e-02
  1.65039062e-01  3.93066406e-02  1.00585938e-01 -8.78906250e-02
  1.62109375e-01  1.29882812e-01 -4.34570312e-02 -1.67968750e-01
 -1.19140625e-01 -1.55273438e-01  6.44531250e-02  2.17285156e-02
  4.00390625e-02  2.75390625e-01 -4.78515625e-02  8.66699219e-03
  3.57421875e-01 -6.73828125e-02 -1.12915039e-02  1.46484375e-01
  4.24804688e-02 -3.32031250e-01 -4.98046875e-02  9.66796875e-02
  2.32421875e-01 -1.65039062e-01  1.17187500e-01  9.42382812e-02
  1.39770508e-02 -1.43554688e-01  1.35742188e-01  8.10546875e-02
  2.69531250e-01  2.61718750e-01  7.99560547e-03 -1.41601562e-01
 -2.08984375e-01 -1.61132812e-01 -1.57226562e-01 -1.92382812e-01
  1.35742188e-01 -1.07421875e-01  9.22851562e-02 -2.23632812e-01
 -2.94921875e-01  1.11816406e-01 -3.95507812e-02 -5.83496094e-02
 -8.85009766e-03  2.10937500e-01  4.37011719e-02 -9.66796875e-02
  1.55273438e-01  8.39843750e-02  3.39843750e-01  5.27954102e-03
  1.34887695e-02  1.24359131e-03  7.08007812e-02 -2.53906250e-01
 -9.76562500e-02 -1.03515625e-01  4.93164062e-02 -1.07910156e-01
 -1.22070312e-01 -1.15234375e-01 -1.46484375e-01 -1.14257812e-01
  2.42187500e-01  1.40991211e-02 -3.43750000e-01  5.24902344e-02
  1.60156250e-01  2.14843750e-01 -5.68847656e-02  2.02148438e-01
 -2.73437500e-01 -1.45507812e-01  5.46264648e-03 -2.57812500e-01
 -2.73132324e-03  2.64892578e-02  9.57031250e-02 -8.91685486e-05
  4.88281250e-02  2.00195312e-01 -1.16210938e-01  1.48437500e-01
 -7.91015625e-02 -1.34765625e-01 -1.08886719e-01  9.37500000e-02
 -1.86523438e-01  3.89099121e-03  2.75390625e-01  4.51660156e-02
  1.16699219e-01  3.68652344e-02  3.37890625e-01 -9.27734375e-02
  1.59179688e-01  9.32617188e-02  5.70678711e-03 -3.46679688e-02
 -1.20605469e-01  4.78515625e-02  8.20312500e-02  1.11328125e-01
  3.27148438e-02 -6.34765625e-02 -1.07421875e-01 -8.00781250e-02
 -2.81250000e-01  1.08398438e-01 -1.88476562e-01 -2.55859375e-01
  1.01074219e-01 -3.30078125e-01 -1.38671875e-01 -1.33789062e-01
 -1.70898438e-01  3.37890625e-01 -9.96093750e-02  7.37304688e-02
 -7.08007812e-02 -7.66601562e-02  9.27734375e-02  8.59375000e-02
  8.54492188e-02  1.50390625e-01  2.47070312e-01 -1.14135742e-02
 -3.71093750e-01 -2.01171875e-01  5.17578125e-02  1.53320312e-01
 -1.38671875e-01  6.98242188e-02  9.66796875e-02 -2.13867188e-01
  1.80664062e-01 -2.79296875e-01  8.30078125e-02  6.93359375e-02
 -3.31115723e-03  2.26562500e-01  2.03125000e-01 -5.83496094e-02
  1.23046875e-01 -1.32812500e-01 -3.89099121e-04 -1.00097656e-01
  3.10058594e-02  1.24511719e-01 -1.05468750e-01 -2.26562500e-01
  1.35742188e-01 -2.94921875e-01 -9.15527344e-03  9.91210938e-02
  1.79687500e-01 -1.47460938e-01 -1.83593750e-01  3.36914062e-02
 -1.06445312e-01  2.10937500e-01  3.20312500e-01  4.95605469e-02
 -1.81640625e-01  4.68750000e-02 -2.96875000e-01 -1.44531250e-01
  2.89062500e-01 -3.14941406e-02  1.12304688e-01 -2.61230469e-02
  1.38854980e-03  1.56250000e-01 -2.69531250e-01  1.26953125e-01
  1.63085938e-01  7.17773438e-02 -2.67578125e-01  1.06933594e-01
 -2.69775391e-02 -9.61914062e-02 -1.61132812e-02  2.16796875e-01
  1.00097656e-01 -3.20312500e-01 -7.91015625e-02 -6.89697266e-03
 -7.37304688e-02 -3.49121094e-02  6.39648438e-02 -1.32446289e-02
 -9.32617188e-02  4.66308594e-02 -3.57421875e-01 -5.15747070e-03
  1.10351562e-01 -1.29882812e-01 -1.63085938e-01  2.69775391e-02
 -1.10839844e-01  2.37304688e-01  2.05078125e-01  9.91210938e-02
  1.20605469e-01 -2.37304688e-01  5.95092773e-03 -8.30078125e-02
 -1.35742188e-01 -1.98242188e-01 -4.93164062e-02  2.39257812e-01
 -1.56250000e-01  1.07910156e-01 -1.62109375e-01  2.42187500e-01
 -1.91406250e-01 -1.12792969e-01 -1.21459961e-02 -6.29882812e-02
  2.31445312e-01  1.20117188e-01  9.17968750e-02 -4.90234375e-01
 -1.65039062e-01  2.24609375e-02  3.29589844e-02 -5.73730469e-02
 -3.54003906e-02 -6.49414062e-02 -7.86132812e-02 -2.46093750e-01
  1.96289062e-01 -6.44531250e-02  7.95898438e-02 -2.80761719e-02
  4.29687500e-02  1.38671875e-01 -1.35742188e-01  1.90429688e-01
 -1.06201172e-02  9.42382812e-02  3.41796875e-02  1.54296875e-01
  7.08007812e-02  8.78906250e-02 -8.44726562e-02  5.51757812e-02
  2.55126953e-02 -2.07519531e-02  3.44238281e-02  3.08227539e-03
 -7.56835938e-03  8.64257812e-02 -1.17187500e-01  1.73339844e-02
  6.01196289e-03 -7.27539062e-02 -1.04980469e-01 -1.35742188e-01
  6.20117188e-02  1.19018555e-02  1.12304688e-01 -5.49316406e-02
  7.91015625e-02 -1.30859375e-01 -4.05273438e-02  9.76562500e-02
  1.26953125e-01 -1.76757812e-01 -5.32226562e-02 -8.10546875e-02
 -1.62109375e-01 -1.68945312e-01  1.41601562e-01  9.39941406e-03
 -1.81884766e-02 -1.09863281e-01  3.41796875e-02 -1.85546875e-01]"
